simulationId,mode,seed,numRanks,numBlocks,replicationLevel,failuresUntilDataLoss
indep-ranks-rackwise-80rpr,rack,8,800000,1000000000,3,45280
indep-ranks-rackwise-80rpr,rack,9,800000,1000000000,3,37680
indep-ranks-rackwise-80rpr,rack,0,8000000,1000000000,3,84560
indep-ranks-rackwise-80rpr,rack,1,8000000,1000000000,3,84560
indep-ranks-rackwise-80rpr,rack,2,8000000,1000000000,3,57760
indep-ranks-rackwise-80rpr,rack,3,8000000,1000000000,3,190560
indep-ranks-rackwise-80rpr,rack,4,8000000,1000000000,3,165280
indep-ranks-rackwise-80rpr,rack,5,8000000,1000000000,3,168560
indep-ranks-rackwise-80rpr,rack,6,8000000,1000000000,3,176240
indep-ranks-rackwise-80rpr,rack,7,8000000,1000000000,3,182560
indep-ranks-rackwise-80rpr,rack,8,8000000,1000000000,3,132880
indep-ranks-rackwise-80rpr,rack,9,8000000,1000000000,3,62000
indep-ranks-rackwise-80rpr,rack,0,80000000,1000000000,3,607280
indep-ranks-rackwise-80rpr,rack,1,80000000,1000000000,3,607280
indep-ranks-rackwise-80rpr,rack,2,80000000,1000000000,3,634880
indep-ranks-rackwise-80rpr,rack,3,80000000,1000000000,3,730160
indep-ranks-rackwise-80rpr,rack,4,80000000,1000000000,3,1075200
indep-ranks-rackwise-80rpr,rack,5,80000000,1000000000,3,821440
indep-ranks-rackwise-80rpr,rack,6,80000000,1000000000,3,1000560
indep-ranks-rackwise-80rpr,rack,7,80000000,1000000000,3,604240
indep-ranks-rackwise-80rpr,rack,8,80000000,1000000000,3,770320
indep-ranks-rackwise-80rpr,rack,9,80000000,1000000000,3,702480
indep-ranks-rackwise-80rpr,rack,0,800,1000000000,4,640
indep-ranks-rackwise-80rpr,rack,1,800,1000000000,4,640
indep-ranks-rackwise-80rpr,rack,2,800,1000000000,4,560
indep-ranks-rackwise-80rpr,rack,3,800,1000000000,4,640
indep-ranks-rackwise-80rpr,rack,4,800,1000000000,4,640
indep-ranks-rackwise-80rpr,rack,5,800,1000000000,4,640
indep-ranks-rackwise-80rpr,rack,6,800,1000000000,4,560
indep-ranks-rackwise-80rpr,rack,7,800,1000000000,4,640
indep-ranks-rackwise-80rpr,rack,8,800,1000000000,4,640
indep-ranks-rackwise-80rpr,rack,9,800,1000000000,4,400
indep-ranks-rackwise-80rpr,rack,0,8000,1000000000,4,3760
indep-ranks-rackwise-80rpr,rack,1,8000,1000000000,4,3760
indep-ranks-rackwise-80rpr,rack,2,8000,1000000000,4,2720
indep-ranks-rackwise-80rpr,rack,3,8000,1000000000,4,3360
indep-ranks-rackwise-80rpr,rack,4,8000,1000000000,4,3520
indep-ranks-rackwise-80rpr,rack,5,8000,1000000000,4,4800
indep-ranks-rackwise-80rpr,rack,6,8000,1000000000,4,2480
indep-ranks-rackwise-80rpr,rack,7,8000,1000000000,4,3680
indep-ranks-rackwise-80rpr,rack,8,8000,1000000000,4,3680
indep-ranks-rackwise-80rpr,rack,9,8000,1000000000,4,3440
indep-ranks-rackwise-80rpr,rack,0,80000,1000000000,4,9920
indep-ranks-rackwise-80rpr,rack,1,80000,1000000000,4,9920
indep-ranks-rackwise-80rpr,rack,2,80000,1000000000,4,25840
indep-ranks-rackwise-80rpr,rack,3,80000,1000000000,4,18160
indep-ranks-rackwise-80rpr,rack,4,80000,1000000000,4,21040
indep-ranks-rackwise-80rpr,rack,5,80000,1000000000,4,18080
indep-ranks-rackwise-80rpr,rack,6,80000,1000000000,4,6160
indep-ranks-rackwise-80rpr,rack,7,80000,1000000000,4,12320
indep-ranks-rackwise-80rpr,rack,8,80000,1000000000,4,23280
indep-ranks-rackwise-80rpr,rack,9,80000,1000000000,4,19040
indep-ranks-rackwise-80rpr,rack,0,800000,1000000000,4,38880
indep-ranks-rackwise-80rpr,rack,1,800000,1000000000,4,38880
indep-ranks-rackwise-80rpr,rack,2,800000,1000000000,4,113120
indep-ranks-rackwise-80rpr,rack,3,800000,1000000000,4,136880
indep-ranks-rackwise-80rpr,rack,4,800000,1000000000,4,90960
indep-ranks-rackwise-80rpr,rack,5,800000,1000000000,4,137040
indep-ranks-rackwise-80rpr,rack,6,800000,1000000000,4,79680
indep-ranks-rackwise-80rpr,rack,7,800000,1000000000,4,139440
indep-ranks-rackwise-80rpr,rack,8,800000,1000000000,4,144480
indep-ranks-rackwise-80rpr,rack,9,800000,1000000000,4,88160
indep-ranks-rackwise-80rpr,rack,0,8000000,1000000000,4,451600
indep-ranks-rackwise-80rpr,rack,1,8000000,1000000000,4,451600
indep-ranks-rackwise-80rpr,rack,2,8000000,1000000000,4,707600
indep-ranks-rackwise-80rpr,rack,3,8000000,1000000000,4,594080
indep-ranks-rackwise-80rpr,rack,4,8000000,1000000000,4,582560
indep-ranks-rackwise-80rpr,rack,5,8000000,1000000000,4,580800
indep-ranks-rackwise-80rpr,rack,6,8000000,1000000000,4,520480
indep-ranks-rackwise-80rpr,rack,7,8000000,1000000000,4,626160
indep-ranks-rackwise-80rpr,rack,8,8000000,1000000000,4,662000
indep-ranks-rackwise-80rpr,rack,9,8000000,1000000000,4,588480
indep-ranks-rackwise-80rpr,rack,0,80000000,1000000000,4,1966800
indep-ranks-rackwise-80rpr,rack,1,80000000,1000000000,4,1966800
indep-ranks-rackwise-80rpr,rack,2,80000000,1000000000,4,3753680
indep-ranks-rackwise-80rpr,rack,3,80000000,1000000000,4,2447360
indep-ranks-rackwise-80rpr,rack,4,80000000,1000000000,4,3271120
indep-ranks-rackwise-80rpr,rack,5,80000000,1000000000,4,1869840
indep-ranks-rackwise-80rpr,rack,6,80000000,1000000000,4,3488640
indep-ranks-rackwise-80rpr,rack,7,80000000,1000000000,4,3920480
indep-ranks-rackwise-80rpr,rack,8,80000000,1000000000,4,1968560
indep-ranks-rackwise-80rpr,rack,9,80000000,1000000000,4,4491680
indep-ranks-rackwise-160rpr,rack,0,1600,1000000000,2,320
indep-ranks-rackwise-160rpr,rack,1,1600,1000000000,2,320
indep-ranks-rackwise-160rpr,rack,2,1600,1000000000,2,960
indep-ranks-rackwise-160rpr,rack,3,1600,1000000000,2,640
indep-ranks-rackwise-160rpr,rack,4,1600,1000000000,2,640
indep-ranks-rackwise-160rpr,rack,5,1600,1000000000,2,320
indep-ranks-rackwise-160rpr,rack,6,1600,1000000000,2,800
indep-ranks-rackwise-160rpr,rack,7,1600,1000000000,2,320
indep-ranks-rackwise-160rpr,rack,8,1600,1000000000,2,640
indep-ranks-rackwise-160rpr,rack,9,1600,1000000000,2,640
indep-ranks-rackwise-160rpr,rack,0,16000,1000000000,2,2880
indep-ranks-rackwise-160rpr,rack,1,16000,1000000000,2,2880
indep-ranks-rackwise-160rpr,rack,2,16000,1000000000,2,1600
indep-ranks-rackwise-160rpr,rack,3,16000,1000000000,2,1280
indep-ranks-rackwise-160rpr,rack,4,16000,1000000000,2,3040
indep-ranks-rackwise-160rpr,rack,5,16000,1000000000,2,960
indep-ranks-rackwise-160rpr,rack,6,16000,1000000000,2,1760
indep-ranks-rackwise-160rpr,rack,7,16000,1000000000,2,800
indep-ranks-rackwise-160rpr,rack,8,16000,1000000000,2,1920
indep-ranks-rackwise-160rpr,rack,9,16000,1000000000,2,3200
indep-ranks-rackwise-160rpr,rack,0,160000,1000000000,2,7040
indep-ranks-rackwise-160rpr,rack,1,160000,1000000000,2,7040
indep-ranks-rackwise-160rpr,rack,2,160000,1000000000,2,9280
indep-ranks-rackwise-160rpr,rack,3,160000,1000000000,2,3520
indep-ranks-rackwise-160rpr,rack,4,160000,1000000000,2,11360
indep-ranks-rackwise-160rpr,rack,5,160000,1000000000,2,7200
indep-ranks-rackwise-160rpr,rack,6,160000,1000000000,2,8000
indep-ranks-rackwise-160rpr,rack,7,160000,1000000000,2,1920
indep-ranks-rackwise-160rpr,rack,8,160000,1000000000,2,4480
indep-ranks-rackwise-160rpr,rack,9,160000,1000000000,2,7360
indep-ranks-rackwise-160rpr,rack,0,1600000,1000000000,2,3680
indep-ranks-rackwise-160rpr,rack,1,1600000,1000000000,2,3680
indep-ranks-rackwise-160rpr,rack,2,1600000,1000000000,2,11840
indep-ranks-rackwise-160rpr,rack,3,1600000,1000000000,2,34400
indep-ranks-rackwise-160rpr,rack,4,1600000,1000000000,2,15040
indep-ranks-rackwise-160rpr,rack,5,1600000,1000000000,2,11040
indep-ranks-rackwise-160rpr,rack,6,1600000,1000000000,2,11840
indep-ranks-rackwise-160rpr,rack,7,1600000,1000000000,2,28960
indep-ranks-rackwise-160rpr,rack,8,1600000,1000000000,2,35200
indep-ranks-rackwise-160rpr,rack,9,1600000,1000000000,2,27840
indep-ranks-rackwise-160rpr,rack,0,16000000,1000000000,2,46560
indep-ranks-rackwise-160rpr,rack,1,16000000,1000000000,2,46560
indep-ranks-rackwise-160rpr,rack,2,16000000,1000000000,2,38400
indep-ranks-rackwise-160rpr,rack,3,16000000,1000000000,2,8960
indep-ranks-rackwise-160rpr,rack,4,16000000,1000000000,2,47200
indep-ranks-rackwise-160rpr,rack,5,16000000,1000000000,2,90720
indep-ranks-rackwise-160rpr,rack,6,16000000,1000000000,2,48000
indep-ranks-rackwise-160rpr,rack,7,16000000,1000000000,2,84320
indep-ranks-rackwise-160rpr,rack,8,16000000,1000000000,2,132160
indep-ranks-rackwise-160rpr,rack,9,16000000,1000000000,2,50880
indep-ranks-rackwise-160rpr,rack,0,160000000,1000000000,2,166400
indep-ranks-rackwise-160rpr,rack,1,160000000,1000000000,2,166400
indep-ranks-rackwise-160rpr,rack,2,160000000,1000000000,2,190080
indep-ranks-rackwise-160rpr,rack,3,160000000,1000000000,2,98240
indep-ranks-rackwise-160rpr,rack,4,160000000,1000000000,2,169440
indep-ranks-rackwise-160rpr,rack,5,160000000,1000000000,2,149760
indep-ranks-rackwise-160rpr,rack,6,160000000,1000000000,2,53600
indep-ranks-rackwise-160rpr,rack,7,160000000,1000000000,2,222560
indep-ranks-rackwise-160rpr,rack,8,160000000,1000000000,2,267040
indep-ranks-rackwise-160rpr,rack,9,160000000,1000000000,2,444160
indep-ranks-rackwise-160rpr,rack,0,1600,1000000000,3,1120
indep-ranks-rackwise-160rpr,rack,1,1600,1000000000,3,1120
indep-ranks-rackwise-160rpr,rack,2,1600,1000000000,3,640
indep-ranks-rackwise-160rpr,rack,3,1600,1000000000,3,640
indep-ranks-rackwise-160rpr,rack,4,1600,1000000000,3,960
indep-ranks-rackwise-160rpr,rack,5,1600,1000000000,3,1120
indep-ranks-rackwise-160rpr,rack,6,1600,1000000000,3,800
indep-ranks-rackwise-160rpr,rack,7,1600,1000000000,3,1120
indep-ranks-rackwise-160rpr,rack,8,1600,1000000000,3,1120
indep-ranks-rackwise-160rpr,rack,9,1600,1000000000,3,480
indep-ranks-rackwise-160rpr,rack,0,16000,1000000000,3,3360
indep-ranks-rackwise-160rpr,rack,1,16000,1000000000,3,3360
indep-ranks-rackwise-160rpr,rack,2,16000,1000000000,3,2080
indep-ranks-rackwise-160rpr,rack,3,16000,1000000000,3,3040
indep-ranks-rackwise-160rpr,rack,4,16000,1000000000,3,1440
indep-ranks-rackwise-160rpr,rack,5,16000,1000000000,3,4960
indep-ranks-rackwise-160rpr,rack,6,16000,1000000000,3,2880
indep-ranks-rackwise-160rpr,rack,7,16000,1000000000,3,1760
indep-ranks-rackwise-160rpr,rack,8,16000,1000000000,3,5600
indep-ranks-rackwise-160rpr,rack,9,16000,1000000000,3,4000
indep-ranks-rackwise-160rpr,rack,0,160000,1000000000,3,14560
indep-ranks-rackwise-160rpr,rack,1,160000,1000000000,3,14560
indep-ranks-rackwise-160rpr,rack,2,160000,1000000000,3,16800
indep-ranks-rackwise-160rpr,rack,3,160000,1000000000,3,18560
indep-ranks-rackwise-160rpr,rack,4,160000,1000000000,3,20320
indep-ranks-rackwise-160rpr,rack,5,160000,1000000000,3,16160
indep-ranks-rackwise-160rpr,rack,6,160000,1000000000,3,16160
indep-ranks-rackwise-160rpr,rack,7,160000,1000000000,3,8960
indep-ranks-rackwise-160rpr,rack,8,160000,1000000000,3,11840
indep-ranks-rackwise-160rpr,rack,9,160000,1000000000,3,8320
indep-ranks-rackwise-160rpr,rack,0,1600000,1000000000,3,68800
indep-ranks-rackwise-160rpr,rack,1,1600000,1000000000,3,68800
indep-ranks-rackwise-160rpr,rack,2,1600000,1000000000,3,26240
indep-ranks-rackwise-160rpr,rack,3,1600000,1000000000,3,42080
indep-ranks-rackwise-160rpr,rack,4,1600000,1000000000,3,6080
indep-ranks-rackwise-160rpr,rack,5,1600000,1000000000,3,50400
indep-ranks-rackwise-160rpr,rack,6,1600000,1000000000,3,88960
indep-ranks-rackwise-160rpr,rack,7,1600000,1000000000,3,75680
indep-ranks-rackwise-160rpr,rack,8,1600000,1000000000,3,90560
indep-ranks-rackwise-160rpr,rack,9,1600000,1000000000,3,75360
indep-ranks-rackwise-160rpr,rack,0,16000000,1000000000,3,169120
indep-ranks-rackwise-160rpr,rack,1,16000000,1000000000,3,169120
indep-ranks-rackwise-160rpr,rack,2,16000000,1000000000,3,115520
indep-ranks-rackwise-160rpr,rack,3,16000000,1000000000,3,381120
indep-ranks-rackwise-160rpr,rack,4,16000000,1000000000,3,330560
indep-ranks-rackwise-160rpr,rack,5,16000000,1000000000,3,337120
indep-ranks-rackwise-160rpr,rack,6,16000000,1000000000,3,352480
indep-ranks-rackwise-160rpr,rack,7,16000000,1000000000,3,365120
indep-ranks-rackwise-160rpr,rack,8,16000000,1000000000,3,265760
indep-ranks-rackwise-160rpr,rack,9,16000000,1000000000,3,124000
indep-ranks-rackwise-160rpr,rack,0,160000000,1000000000,3,1214560
indep-ranks-rackwise-160rpr,rack,1,160000000,1000000000,3,1214560
indep-ranks-rackwise-160rpr,rack,2,160000000,1000000000,3,1269760
indep-ranks-rackwise-160rpr,rack,3,160000000,1000000000,3,1460320
indep-ranks-rackwise-160rpr,rack,4,160000000,1000000000,3,2150400
indep-ranks-rackwise-160rpr,rack,5,160000000,1000000000,3,1642880
indep-ranks-rackwise-160rpr,rack,6,160000000,1000000000,3,2001120
indep-ranks-rackwise-160rpr,rack,7,160000000,1000000000,3,1208480
indep-ranks-rackwise-160rpr,rack,8,160000000,1000000000,3,1540640
indep-ranks-rackwise-160rpr,rack,9,160000000,1000000000,3,1404960
indep-ranks-rackwise-160rpr,rack,0,1600,1000000000,4,1280
indep-ranks-rackwise-160rpr,rack,1,1600,1000000000,4,1280
indep-ranks-rackwise-160rpr,rack,2,1600,1000000000,4,1120
indep-ranks-rackwise-160rpr,rack,3,1600,1000000000,4,1280
indep-ranks-rackwise-160rpr,rack,4,1600,1000000000,4,1280
indep-ranks-rackwise-160rpr,rack,5,1600,1000000000,4,1280
indep-ranks-rackwise-160rpr,rack,6,1600,1000000000,4,1120
indep-ranks-rackwise-160rpr,rack,7,1600,1000000000,4,1280
indep-ranks-rackwise-160rpr,rack,8,1600,1000000000,4,1280
indep-ranks-rackwise-160rpr,rack,9,1600,1000000000,4,800
indep-ranks-rackwise-160rpr,rack,0,16000,1000000000,4,7520
indep-ranks-rackwise-160rpr,rack,1,16000,1000000000,4,7520
indep-ranks-rackwise-160rpr,rack,2,16000,1000000000,4,5440
indep-ranks-rackwise-160rpr,rack,3,16000,1000000000,4,6720
indep-ranks-rackwise-160rpr,rack,4,16000,1000000000,4,7040
indep-ranks-rackwise-160rpr,rack,5,16000,1000000000,4,9600
indep-ranks-rackwise-160rpr,rack,6,16000,1000000000,4,4960
indep-ranks-rackwise-160rpr,rack,7,16000,1000000000,4,7360
indep-ranks-rackwise-160rpr,rack,8,16000,1000000000,4,7360
indep-ranks-rackwise-160rpr,rack,9,16000,1000000000,4,6880
indep-ranks-rackwise-160rpr,rack,0,160000,1000000000,4,19840
indep-ranks-rackwise-160rpr,rack,1,160000,1000000000,4,19840
indep-ranks-rackwise-160rpr,rack,2,160000,1000000000,4,51680
indep-ranks-rackwise-160rpr,rack,3,160000,1000000000,4,36320
indep-ranks-rackwise-160rpr,rack,4,160000,1000000000,4,42080
indep-ranks-rackwise-160rpr,rack,5,160000,1000000000,4,36160
indep-ranks-rackwise-160rpr,rack,6,160000,1000000000,4,12320
indep-ranks-rackwise-160rpr,rack,7,160000,1000000000,4,24640
indep-ranks-rackwise-160rpr,rack,8,160000,1000000000,4,46560
indep-ranks-rackwise-160rpr,rack,9,160000,1000000000,4,38080
indep-ranks-rackwise-160rpr,rack,0,1600000,1000000000,4,77760
indep-ranks-rackwise-160rpr,rack,1,1600000,1000000000,4,77760
indep-ranks-rackwise-160rpr,rack,2,1600000,1000000000,4,226240
indep-ranks-rackwise-160rpr,rack,3,1600000,1000000000,4,273760
indep-ranks-rackwise-160rpr,rack,4,1600000,1000000000,4,181920
indep-ranks-rackwise-160rpr,rack,5,1600000,1000000000,4,274080
indep-ranks-rackwise-160rpr,rack,6,1600000,1000000000,4,159360
indep-ranks-rackwise-160rpr,rack,7,1600000,1000000000,4,278880
indep-ranks-rackwise-160rpr,rack,8,1600000,1000000000,4,288960
indep-ranks-rackwise-160rpr,rack,9,1600000,1000000000,4,176320
indep-ranks-rackwise-160rpr,rack,0,16000000,1000000000,4,903200
indep-ranks-rackwise-160rpr,rack,1,16000000,1000000000,4,903200
indep-ranks-rackwise-160rpr,rack,2,16000000,1000000000,4,1415200
indep-ranks-rackwise-160rpr,rack,3,16000000,1000000000,4,1188160
indep-ranks-rackwise-160rpr,rack,4,16000000,1000000000,4,1165120
indep-ranks-rackwise-160rpr,rack,5,16000000,1000000000,4,1161600
indep-ranks-rackwise-160rpr,rack,6,16000000,1000000000,4,1040960
indep-ranks-rackwise-160rpr,rack,7,16000000,1000000000,4,1252320
indep-ranks-rackwise-160rpr,rack,8,16000000,1000000000,4,1324000
indep-ranks-rackwise-160rpr,rack,9,16000000,1000000000,4,1176960
indep-ranks-rackwise-160rpr,rack,0,160000000,1000000000,4,3933600
indep-ranks-rackwise-160rpr,rack,1,160000000,1000000000,4,3933600
