numerOfPEs,name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message
2,"BM_submitBlocks/8/1/16777216/manual_time",3,266.611,522.277,ms,,,,,
2,"BM_submitBlocks/8/1/16777216/manual_time",3,265.548,522.558,ms,,,,,
2,"BM_submitBlocks/8/1/16777216/manual_time",3,265.499,511.947,ms,,,,,
2,"BM_submitBlocks/8/1/16777216/manual_time",3,267.181,512.102,ms,,,,,
2,"BM_submitBlocks/8/1/16777216/manual_time",3,265.331,523.593,ms,,,,,
2,"BM_submitBlocks/8/1/16777216/manual_time_mean",5,266.034,518.495,ms,,,,,
2,"BM_submitBlocks/8/1/16777216/manual_time_median",5,265.548,522.277,ms,,,,,
2,"BM_submitBlocks/8/1/16777216/manual_time_stddev",5,0.816171,5.92744,ms,,,,,
2,"BM_submitBlocks/16/1/16777216/manual_time",3,196.005,327.667,ms,,,,,
2,"BM_submitBlocks/16/1/16777216/manual_time",3,198.534,330.161,ms,,,,,
2,"BM_submitBlocks/16/1/16777216/manual_time",3,201.425,332.526,ms,,,,,
2,"BM_submitBlocks/16/1/16777216/manual_time",3,199.11,333.86,ms,,,,,
2,"BM_submitBlocks/16/1/16777216/manual_time",3,200.68,335.048,ms,,,,,
2,"BM_submitBlocks/16/1/16777216/manual_time_mean",5,199.151,331.852,ms,,,,,
2,"BM_submitBlocks/16/1/16777216/manual_time_median",5,199.11,332.526,ms,,,,,
2,"BM_submitBlocks/16/1/16777216/manual_time_stddev",5,2.10876,2.96145,ms,,,,,
2,"BM_submitBlocks/32/1/16777216/manual_time",4,127.773,223.073,ms,,,,,
2,"BM_submitBlocks/32/1/16777216/manual_time",4,124.762,221.37,ms,,,,,
2,"BM_submitBlocks/32/1/16777216/manual_time",4,124.271,221.182,ms,,,,,
2,"BM_submitBlocks/32/1/16777216/manual_time",4,124.645,221.493,ms,,,,,
2,"BM_submitBlocks/32/1/16777216/manual_time",4,124.218,221.209,ms,,,,,
2,"BM_submitBlocks/32/1/16777216/manual_time_mean",5,125.134,221.665,ms,,,,,
2,"BM_submitBlocks/32/1/16777216/manual_time_median",5,124.645,221.37,ms,,,,,
2,"BM_submitBlocks/32/1/16777216/manual_time_stddev",5,1.4938,0.796709,ms,,,,,
2,"BM_submitBlocks/64/1/16777216/manual_time",11,66.4779,141.462,ms,,,,,
2,"BM_submitBlocks/64/1/16777216/manual_time",11,67.0273,142.942,ms,,,,,
2,"BM_submitBlocks/64/1/16777216/manual_time",11,69.4964,144.761,ms,,,,,
2,"BM_submitBlocks/64/1/16777216/manual_time",11,70.458,145.947,ms,,,,,
2,"BM_submitBlocks/64/1/16777216/manual_time",11,66.6583,141.579,ms,,,,,
2,"BM_submitBlocks/64/1/16777216/manual_time_mean",5,68.0236,143.338,ms,,,,,
2,"BM_submitBlocks/64/1/16777216/manual_time_median",5,67.0273,142.942,ms,,,,,
2,"BM_submitBlocks/64/1/16777216/manual_time_stddev",5,1.82629,1.97515,ms,,,,,
2,"BM_submitBlocks/128/1/16777216/manual_time",11,64.5584,125.505,ms,,,,,
2,"BM_submitBlocks/128/1/16777216/manual_time",11,67.8249,129.183,ms,,,,,
2,"BM_submitBlocks/128/1/16777216/manual_time",11,63.117,123.871,ms,,,,,
2,"BM_submitBlocks/128/1/16777216/manual_time",11,69.9265,131.336,ms,,,,,
2,"BM_submitBlocks/128/1/16777216/manual_time",11,62.9323,123.857,ms,,,,,
2,"BM_submitBlocks/128/1/16777216/manual_time_mean",5,65.6718,126.75,ms,,,,,
2,"BM_submitBlocks/128/1/16777216/manual_time_median",5,64.5584,125.505,ms,,,,,
2,"BM_submitBlocks/128/1/16777216/manual_time_stddev",5,3.08262,3.35992,ms,,,,,
2,"BM_submitBlocks/256/1/16777216/manual_time",11,61.5298,118.014,ms,,,,,
2,"BM_submitBlocks/256/1/16777216/manual_time",11,61.3406,117.93,ms,,,,,
2,"BM_submitBlocks/256/1/16777216/manual_time",11,61.4466,117.98,ms,,,,,
2,"BM_submitBlocks/256/1/16777216/manual_time",11,61.2449,117.91,ms,,,,,
2,"BM_submitBlocks/256/1/16777216/manual_time",11,61.4305,117.978,ms,,,,,
2,"BM_submitBlocks/256/1/16777216/manual_time_mean",5,61.3985,117.962,ms,,,,,
2,"BM_submitBlocks/256/1/16777216/manual_time_median",5,61.4305,117.978,ms,,,,,
2,"BM_submitBlocks/256/1/16777216/manual_time_stddev",5,0.108987,0.0418445,ms,,,,,
2,"BM_submitBlocks/512/1/16777216/manual_time",12,60.6102,113.888,ms,,,,,
2,"BM_submitBlocks/512/1/16777216/manual_time",12,60.5106,113.842,ms,,,,,
2,"BM_submitBlocks/512/1/16777216/manual_time",12,60.4278,113.822,ms,,,,,
2,"BM_submitBlocks/512/1/16777216/manual_time",12,60.5589,113.878,ms,,,,,
2,"BM_submitBlocks/512/1/16777216/manual_time",12,62.7518,116.012,ms,,,,,
2,"BM_submitBlocks/512/1/16777216/manual_time_mean",5,60.9719,114.288,ms,,,,,
2,"BM_submitBlocks/512/1/16777216/manual_time_median",5,60.5589,113.878,ms,,,,,
2,"BM_submitBlocks/512/1/16777216/manual_time_stddev",5,0.997281,0.963758,ms,,,,,
2,"BM_submitBlocks/1024/1/16777216/manual_time",11,60.1601,113.183,ms,,,,,
2,"BM_submitBlocks/1024/1/16777216/manual_time",11,59.7356,112.828,ms,,,,,
2,"BM_submitBlocks/1024/1/16777216/manual_time",11,59.8493,112.934,ms,,,,,
2,"BM_submitBlocks/1024/1/16777216/manual_time",11,61.426,114.671,ms,,,,,
2,"BM_submitBlocks/1024/1/16777216/manual_time",11,60.5476,113.683,ms,,,,,
2,"BM_submitBlocks/1024/1/16777216/manual_time_mean",5,60.3437,113.46,ms,,,,,
2,"BM_submitBlocks/1024/1/16777216/manual_time_median",5,60.1601,113.183,ms,,,,,
2,"BM_submitBlocks/1024/1/16777216/manual_time_stddev",5,0.682055,0.75332,ms,,,,,
2,"BM_submitBlocks/1048576/1/16777216/manual_time",12,56.1269,104.848,ms,,,,,
2,"BM_submitBlocks/1048576/1/16777216/manual_time",12,56.2242,104.717,ms,,,,,
2,"BM_submitBlocks/1048576/1/16777216/manual_time",12,56.138,104.644,ms,,,,,
2,"BM_submitBlocks/1048576/1/16777216/manual_time",12,56.2236,104.749,ms,,,,,
2,"BM_submitBlocks/1048576/1/16777216/manual_time",12,56.197,104.712,ms,,,,,
2,"BM_submitBlocks/1048576/1/16777216/manual_time_mean",5,56.1819,104.734,ms,,,,,
2,"BM_submitBlocks/1048576/1/16777216/manual_time_median",5,56.197,104.717,ms,,,,,
2,"BM_submitBlocks/1048576/1/16777216/manual_time_stddev",5,0.0466628,0.0742942,ms,,,,,
2,"BM_submitBlocks/8/2/16777216/manual_time",2,530.589,780.533,ms,,,,,
2,"BM_submitBlocks/8/2/16777216/manual_time",2,532.868,780.799,ms,,,,,
2,"BM_submitBlocks/8/2/16777216/manual_time",2,533.092,762.393,ms,,,,,
2,"BM_submitBlocks/8/2/16777216/manual_time",2,541.671,770.524,ms,,,,,
2,"BM_submitBlocks/8/2/16777216/manual_time",2,541.354,783.712,ms,,,,,
2,"BM_submitBlocks/8/2/16777216/manual_time_mean",5,535.915,775.592,ms,,,,,
2,"BM_submitBlocks/8/2/16777216/manual_time_median",5,533.092,780.533,ms,,,,,
2,"BM_submitBlocks/8/2/16777216/manual_time_stddev",5,5.20437,8.90725,ms,,,,,
2,"BM_submitBlocks/16/2/16777216/manual_time",2,425.787,563.343,ms,,,,,
2,"BM_submitBlocks/16/2/16777216/manual_time",2,437.819,574.31,ms,,,,,
2,"BM_submitBlocks/16/2/16777216/manual_time",2,439.264,574.005,ms,,,,,
2,"BM_submitBlocks/16/2/16777216/manual_time",2,439.412,574.474,ms,,,,,
2,"BM_submitBlocks/16/2/16777216/manual_time",2,442.226,581.204,ms,,,,,
2,"BM_submitBlocks/16/2/16777216/manual_time_mean",5,436.902,573.467,ms,,,,,
2,"BM_submitBlocks/16/2/16777216/manual_time_median",5,439.264,574.31,ms,,,,,
2,"BM_submitBlocks/16/2/16777216/manual_time_stddev",5,6.41483,6.41046,ms,,,,,
2,"BM_submitBlocks/32/2/16777216/manual_time",2,360.785,460.365,ms,,,,,
2,"BM_submitBlocks/32/2/16777216/manual_time",2,350.42,449.12,ms,,,,,
2,"BM_submitBlocks/32/2/16777216/manual_time",2,351.39,450.104,ms,,,,,
2,"BM_submitBlocks/32/2/16777216/manual_time",2,346.304,445.782,ms,,,,,
2,"BM_submitBlocks/32/2/16777216/manual_time",2,348.411,448.247,ms,,,,,
2,"BM_submitBlocks/32/2/16777216/manual_time_mean",5,351.462,450.723,ms,,,,,
2,"BM_submitBlocks/32/2/16777216/manual_time_median",5,350.42,449.12,ms,,,,,
2,"BM_submitBlocks/32/2/16777216/manual_time_stddev",5,5.56622,5.62271,ms,,,,,
2,"BM_submitBlocks/64/2/16777216/manual_time",2,349.735,424.005,ms,,,,,
2,"BM_submitBlocks/64/2/16777216/manual_time",2,340.361,415.405,ms,,,,,
2,"BM_submitBlocks/64/2/16777216/manual_time",2,341.696,419.031,ms,,,,,
2,"BM_submitBlocks/64/2/16777216/manual_time",2,343.675,418.683,ms,,,,,
2,"BM_submitBlocks/64/2/16777216/manual_time",2,345.93,415.219,ms,,,,,
2,"BM_submitBlocks/64/2/16777216/manual_time_mean",5,344.28,418.469,ms,,,,,
2,"BM_submitBlocks/64/2/16777216/manual_time_median",5,343.675,418.683,ms,,,,,
2,"BM_submitBlocks/64/2/16777216/manual_time_stddev",5,3.7039,3.56918,ms,,,,,
2,"BM_submitBlocks/128/2/16777216/manual_time",2,311.356,377.63,ms,,,,,
2,"BM_submitBlocks/128/2/16777216/manual_time",2,311.922,377.712,ms,,,,,
2,"BM_submitBlocks/128/2/16777216/manual_time",2,311.5,381.963,ms,,,,,
2,"BM_submitBlocks/128/2/16777216/manual_time",2,312.201,375.55,ms,,,,,
2,"BM_submitBlocks/128/2/16777216/manual_time",2,312.055,380.572,ms,,,,,
2,"BM_submitBlocks/128/2/16777216/manual_time_mean",5,311.807,378.685,ms,,,,,
2,"BM_submitBlocks/128/2/16777216/manual_time_median",5,311.922,377.712,ms,,,,,
2,"BM_submitBlocks/128/2/16777216/manual_time_stddev",5,0.363415,2.559,ms,,,,,
2,"BM_submitBlocks/256/2/16777216/manual_time",2,312.917,373.822,ms,,,,,
2,"BM_submitBlocks/256/2/16777216/manual_time",2,313.989,376.177,ms,,,,,
2,"BM_submitBlocks/256/2/16777216/manual_time",2,311.526,373.511,ms,,,,,
2,"BM_submitBlocks/256/2/16777216/manual_time",2,312.094,377.258,ms,,,,,
2,"BM_submitBlocks/256/2/16777216/manual_time",2,309.952,372.722,ms,,,,,
2,"BM_submitBlocks/256/2/16777216/manual_time_mean",5,312.096,374.698,ms,,,,,
2,"BM_submitBlocks/256/2/16777216/manual_time_median",5,312.094,373.822,ms,,,,,
2,"BM_submitBlocks/256/2/16777216/manual_time_stddev",5,1.51496,1.92502,ms,,,,,
2,"BM_submitBlocks/512/2/16777216/manual_time",2,313.185,373.119,ms,,,,,
2,"BM_submitBlocks/512/2/16777216/manual_time",2,313.537,372.79,ms,,,,,
2,"BM_submitBlocks/512/2/16777216/manual_time",2,315.358,374.29,ms,,,,,
2,"BM_submitBlocks/512/2/16777216/manual_time",2,314.085,373.288,ms,,,,,
2,"BM_submitBlocks/512/2/16777216/manual_time",2,313.683,373.819,ms,,,,,
2,"BM_submitBlocks/512/2/16777216/manual_time_mean",5,313.97,373.461,ms,,,,,
2,"BM_submitBlocks/512/2/16777216/manual_time_median",5,313.683,373.288,ms,,,,,
2,"BM_submitBlocks/512/2/16777216/manual_time_stddev",5,0.840622,0.594003,ms,,,,,
2,"BM_submitBlocks/1024/2/16777216/manual_time",2,313.701,373.429,ms,,,,,
2,"BM_submitBlocks/1024/2/16777216/manual_time",2,311.367,371.934,ms,,,,,
2,"BM_submitBlocks/1024/2/16777216/manual_time",2,311.693,371.387,ms,,,,,
2,"BM_submitBlocks/1024/2/16777216/manual_time",2,312.8,373.12,ms,,,,,
2,"BM_submitBlocks/1024/2/16777216/manual_time",2,311.885,372.479,ms,,,,,
2,"BM_submitBlocks/1024/2/16777216/manual_time_mean",5,312.289,372.47,ms,,,,,
2,"BM_submitBlocks/1024/2/16777216/manual_time_median",5,311.885,372.479,ms,,,,,
2,"BM_submitBlocks/1024/2/16777216/manual_time_stddev",5,0.95182,0.836922,ms,,,,,
2,"BM_submitBlocks/1048576/2/16777216/manual_time",2,310.462,365.5,ms,,,,,
2,"BM_submitBlocks/1048576/2/16777216/manual_time",2,310.765,366.151,ms,,,,,
2,"BM_submitBlocks/1048576/2/16777216/manual_time",2,309.117,364.108,ms,,,,,
2,"BM_submitBlocks/1048576/2/16777216/manual_time",2,310.326,365.27,ms,,,,,
2,"BM_submitBlocks/1048576/2/16777216/manual_time",2,309.511,364.971,ms,,,,,
2,"BM_submitBlocks/1048576/2/16777216/manual_time_mean",5,310.036,365.2,ms,,,,,
2,"BM_submitBlocks/1048576/2/16777216/manual_time_median",5,310.326,365.27,ms,,,,,
2,"BM_submitBlocks/1048576/2/16777216/manual_time_stddev",5,0.692298,0.749055,ms,,,,,
2,"BM_submitBlocks/8/3/16777216/manual_time",1,594.715,846.219,ms,,,,,
2,"BM_submitBlocks/8/3/16777216/manual_time",1,751.916,1008.47,ms,,,,,
2,"BM_submitBlocks/8/3/16777216/manual_time",1,757.954,992.479,ms,,,,,
2,"BM_submitBlocks/8/3/16777216/manual_time",1,750.797,979.033,ms,,,,,
2,"BM_submitBlocks/8/3/16777216/manual_time",1,756.603,1011.44,ms,,,,,
2,"BM_submitBlocks/8/3/16777216/manual_time_mean",5,722.397,967.529,ms,,,,,
2,"BM_submitBlocks/8/3/16777216/manual_time_median",5,751.916,992.479,ms,,,,,
2,"BM_submitBlocks/8/3/16777216/manual_time_stddev",5,71.4406,69.0572,ms,,,,,
2,"BM_submitBlocks/16/3/16777216/manual_time",1,648.325,775.871,ms,,,,,
2,"BM_submitBlocks/16/3/16777216/manual_time",1,625.763,770.423,ms,,,,,
2,"BM_submitBlocks/16/3/16777216/manual_time",1,629.087,766.316,ms,,,,,
2,"BM_submitBlocks/16/3/16777216/manual_time",1,639.422,773.867,ms,,,,,
2,"BM_submitBlocks/16/3/16777216/manual_time",1,630.759,770.186,ms,,,,,
2,"BM_submitBlocks/16/3/16777216/manual_time_mean",5,634.671,771.333,ms,,,,,
2,"BM_submitBlocks/16/3/16777216/manual_time_median",5,630.759,770.423,ms,,,,,
2,"BM_submitBlocks/16/3/16777216/manual_time_stddev",5,9.14943,3.68542,ms,,,,,
2,"BM_submitBlocks/32/3/16777216/manual_time",1,557.164,660.447,ms,,,,,
2,"BM_submitBlocks/32/3/16777216/manual_time",1,523.67,627.277,ms,,,,,
2,"BM_submitBlocks/32/3/16777216/manual_time",1,511.439,616.062,ms,,,,,
2,"BM_submitBlocks/32/3/16777216/manual_time",1,508.337,607.113,ms,,,,,
2,"BM_submitBlocks/32/3/16777216/manual_time",1,514.778,616.416,ms,,,,,
2,"BM_submitBlocks/32/3/16777216/manual_time_mean",5,523.078,625.463,ms,,,,,
2,"BM_submitBlocks/32/3/16777216/manual_time_median",5,514.778,616.416,ms,,,,,
2,"BM_submitBlocks/32/3/16777216/manual_time_stddev",5,19.899,20.8214,ms,,,,,
2,"BM_submitBlocks/64/3/16777216/manual_time",1,501.709,587.012,ms,,,,,
2,"BM_submitBlocks/64/3/16777216/manual_time",1,491.617,578.478,ms,,,,,
2,"BM_submitBlocks/64/3/16777216/manual_time",1,482.853,564.662,ms,,,,,
2,"BM_submitBlocks/64/3/16777216/manual_time",1,488.296,571.48,ms,,,,,
2,"BM_submitBlocks/64/3/16777216/manual_time",1,485.108,567.324,ms,,,,,
2,"BM_submitBlocks/64/3/16777216/manual_time_mean",5,489.916,573.791,ms,,,,,
2,"BM_submitBlocks/64/3/16777216/manual_time_median",5,488.296,571.48,ms,,,,,
2,"BM_submitBlocks/64/3/16777216/manual_time_stddev",5,7.37576,9.04552,ms,,,,,
2,"BM_submitBlocks/128/3/16777216/manual_time",2,467.124,536.46,ms,,,,,
2,"BM_submitBlocks/128/3/16777216/manual_time",2,465.826,537.347,ms,,,,,
2,"BM_submitBlocks/128/3/16777216/manual_time",2,463.823,533.981,ms,,,,,
2,"BM_submitBlocks/128/3/16777216/manual_time",2,463.616,533.892,ms,,,,,
2,"BM_submitBlocks/128/3/16777216/manual_time",2,465.07,536.622,ms,,,,,
2,"BM_submitBlocks/128/3/16777216/manual_time_mean",5,465.092,535.66,ms,,,,,
2,"BM_submitBlocks/128/3/16777216/manual_time_median",5,465.07,536.46,ms,,,,,
2,"BM_submitBlocks/128/3/16777216/manual_time_stddev",5,1.45409,1.60911,ms,,,,,
2,"BM_submitBlocks/256/3/16777216/manual_time",2,475.741,539.869,ms,,,,,
2,"BM_submitBlocks/256/3/16777216/manual_time",2,478.524,542.382,ms,,,,,
2,"BM_submitBlocks/256/3/16777216/manual_time",2,478.29,542.747,ms,,,,,
2,"BM_submitBlocks/256/3/16777216/manual_time",2,478.226,540.827,ms,,,,,
2,"BM_submitBlocks/256/3/16777216/manual_time",2,508.049,571.566,ms,,,,,
2,"BM_submitBlocks/256/3/16777216/manual_time_mean",5,483.766,547.478,ms,,,,,
2,"BM_submitBlocks/256/3/16777216/manual_time_median",5,478.29,542.382,ms,,,,,
2,"BM_submitBlocks/256/3/16777216/manual_time_stddev",5,13.6218,13.5159,ms,,,,,
2,"BM_submitBlocks/512/3/16777216/manual_time",2,465.654,530.2,ms,,,,,
2,"BM_submitBlocks/512/3/16777216/manual_time",2,468.126,531.799,ms,,,,,
2,"BM_submitBlocks/512/3/16777216/manual_time",2,468.497,531.713,ms,,,,,
2,"BM_submitBlocks/512/3/16777216/manual_time",2,468.04,531.653,ms,,,,,
2,"BM_submitBlocks/512/3/16777216/manual_time",2,470.663,532.796,ms,,,,,
2,"BM_submitBlocks/512/3/16777216/manual_time_mean",5,468.196,531.632,ms,,,,,
2,"BM_submitBlocks/512/3/16777216/manual_time_median",5,468.126,531.713,ms,,,,,
2,"BM_submitBlocks/512/3/16777216/manual_time_stddev",5,1.77963,0.927567,ms,,,,,
2,"BM_submitBlocks/1024/3/16777216/manual_time",2,468.2,533.316,ms,,,,,
2,"BM_submitBlocks/1024/3/16777216/manual_time",2,461.921,528.135,ms,,,,,
2,"BM_submitBlocks/1024/3/16777216/manual_time",2,462.708,528.645,ms,,,,,
2,"BM_submitBlocks/1024/3/16777216/manual_time",2,500.31,565.834,ms,,,,,
2,"BM_submitBlocks/1024/3/16777216/manual_time",2,467.145,532.078,ms,,,,,
2,"BM_submitBlocks/1024/3/16777216/manual_time_mean",5,472.057,537.602,ms,,,,,
2,"BM_submitBlocks/1024/3/16777216/manual_time_median",5,467.145,532.078,ms,,,,,
2,"BM_submitBlocks/1024/3/16777216/manual_time_stddev",5,16.0261,15.9357,ms,,,,,
2,"BM_submitBlocks/1048576/3/16777216/manual_time",2,459.226,520.392,ms,,,,,
2,"BM_submitBlocks/1048576/3/16777216/manual_time",2,455.895,515.197,ms,,,,,
2,"BM_submitBlocks/1048576/3/16777216/manual_time",2,457.986,517.936,ms,,,,,
2,"BM_submitBlocks/1048576/3/16777216/manual_time",2,455.887,515.525,ms,,,,,
2,"BM_submitBlocks/1048576/3/16777216/manual_time",2,501.092,565.438,ms,,,,,
2,"BM_submitBlocks/1048576/3/16777216/manual_time_mean",5,466.017,526.898,ms,,,,,
2,"BM_submitBlocks/1048576/3/16777216/manual_time_median",5,457.986,517.936,ms,,,,,
2,"BM_submitBlocks/1048576/3/16777216/manual_time_stddev",5,19.6594,21.6459,ms,,,,,
2,"BM_submitBlocks/8/4/16777216/manual_time",1,763.86,1014.15,ms,,,,,
2,"BM_submitBlocks/8/4/16777216/manual_time",1,964.47,1224.92,ms,,,,,
2,"BM_submitBlocks/8/4/16777216/manual_time",1,961.827,1183.6,ms,,,,,
2,"BM_submitBlocks/8/4/16777216/manual_time",1,941.282,1187.33,ms,,,,,
2,"BM_submitBlocks/8/4/16777216/manual_time",1,952.229,1210.21,ms,,,,,
2,"BM_submitBlocks/8/4/16777216/manual_time_mean",5,916.734,1164.04,ms,,,,,
2,"BM_submitBlocks/8/4/16777216/manual_time_median",5,952.229,1187.33,ms,,,,,
2,"BM_submitBlocks/8/4/16777216/manual_time_stddev",5,85.9432,85.485,ms,,,,,
2,"BM_submitBlocks/16/4/16777216/manual_time",1,841.689,975.993,ms,,,,,
2,"BM_submitBlocks/16/4/16777216/manual_time",1,823.774,976.491,ms,,,,,
2,"BM_submitBlocks/16/4/16777216/manual_time",1,820.813,966.808,ms,,,,,
2,"BM_submitBlocks/16/4/16777216/manual_time",1,812.523,957.236,ms,,,,,
2,"BM_submitBlocks/16/4/16777216/manual_time",1,810.114,954.356,ms,,,,,
2,"BM_submitBlocks/16/4/16777216/manual_time_mean",5,821.783,966.177,ms,,,,,
2,"BM_submitBlocks/16/4/16777216/manual_time_median",5,820.813,966.808,ms,,,,,
2,"BM_submitBlocks/16/4/16777216/manual_time_stddev",5,12.4809,10.2812,ms,,,,,
2,"BM_submitBlocks/32/4/16777216/manual_time",1,729.781,835.189,ms,,,,,
2,"BM_submitBlocks/32/4/16777216/manual_time",1,688.606,801.82,ms,,,,,
2,"BM_submitBlocks/32/4/16777216/manual_time",1,701.276,811.452,ms,,,,,
2,"BM_submitBlocks/32/4/16777216/manual_time",1,689.398,801.506,ms,,,,,
2,"BM_submitBlocks/32/4/16777216/manual_time",1,694.49,804.172,ms,,,,,
2,"BM_submitBlocks/32/4/16777216/manual_time_mean",5,700.71,810.828,ms,,,,,
2,"BM_submitBlocks/32/4/16777216/manual_time_median",5,694.49,804.172,ms,,,,,
2,"BM_submitBlocks/32/4/16777216/manual_time_stddev",5,17.0193,14.1965,ms,,,,,
2,"BM_submitBlocks/64/4/16777216/manual_time",1,674.189,754.956,ms,,,,,
2,"BM_submitBlocks/64/4/16777216/manual_time",1,660.786,755.525,ms,,,,,
2,"BM_submitBlocks/64/4/16777216/manual_time",1,662.523,749.356,ms,,,,,
2,"BM_submitBlocks/64/4/16777216/manual_time",1,668.707,754.269,ms,,,,,
2,"BM_submitBlocks/64/4/16777216/manual_time",1,661.947,747.994,ms,,,,,
2,"BM_submitBlocks/64/4/16777216/manual_time_mean",5,665.63,752.42,ms,,,,,
2,"BM_submitBlocks/64/4/16777216/manual_time_median",5,662.523,754.269,ms,,,,,
2,"BM_submitBlocks/64/4/16777216/manual_time_stddev",5,5.68803,3.48118,ms,,,,,
2,"BM_submitBlocks/128/4/16777216/manual_time",1,666.817,740.143,ms,,,,,
2,"BM_submitBlocks/128/4/16777216/manual_time",1,651.606,729.451,ms,,,,,
2,"BM_submitBlocks/128/4/16777216/manual_time",1,647.156,725.013,ms,,,,,
2,"BM_submitBlocks/128/4/16777216/manual_time",1,661.554,738.821,ms,,,,,
2,"BM_submitBlocks/128/4/16777216/manual_time",1,651.935,728.928,ms,,,,,
2,"BM_submitBlocks/128/4/16777216/manual_time_mean",5,655.814,732.471,ms,,,,,
2,"BM_submitBlocks/128/4/16777216/manual_time_median",5,651.935,729.451,ms,,,,,
2,"BM_submitBlocks/128/4/16777216/manual_time_stddev",5,8.0891,6.64236,ms,,,,,
2,"BM_submitBlocks/256/4/16777216/manual_time",1,656.165,728.538,ms,,,,,
2,"BM_submitBlocks/256/4/16777216/manual_time",1,648.861,719.979,ms,,,,,
2,"BM_submitBlocks/256/4/16777216/manual_time",1,650.251,721.613,ms,,,,,
2,"BM_submitBlocks/256/4/16777216/manual_time",1,641.761,713.593,ms,,,,,
2,"BM_submitBlocks/256/4/16777216/manual_time",1,646.175,716.56,ms,,,,,
2,"BM_submitBlocks/256/4/16777216/manual_time_mean",5,648.643,720.057,ms,,,,,
2,"BM_submitBlocks/256/4/16777216/manual_time_median",5,648.861,719.979,ms,,,,,
2,"BM_submitBlocks/256/4/16777216/manual_time_stddev",5,5.3071,5.66499,ms,,,,,
2,"BM_submitBlocks/512/4/16777216/manual_time",1,642.373,710.624,ms,,,,,
2,"BM_submitBlocks/512/4/16777216/manual_time",1,661.708,731.679,ms,,,,,
2,"BM_submitBlocks/512/4/16777216/manual_time",1,653.395,723.593,ms,,,,,
2,"BM_submitBlocks/512/4/16777216/manual_time",1,644.274,715.17,ms,,,,,
2,"BM_submitBlocks/512/4/16777216/manual_time",1,652.101,722.062,ms,,,,,
2,"BM_submitBlocks/512/4/16777216/manual_time_mean",5,650.77,720.625,ms,,,,,
2,"BM_submitBlocks/512/4/16777216/manual_time_median",5,652.101,722.062,ms,,,,,
2,"BM_submitBlocks/512/4/16777216/manual_time_stddev",5,7.76245,8.10611,ms,,,,,
2,"BM_submitBlocks/1024/4/16777216/manual_time",1,641.918,710.32,ms,,,,,
2,"BM_submitBlocks/1024/4/16777216/manual_time",1,640.335,711.922,ms,,,,,
2,"BM_submitBlocks/1024/4/16777216/manual_time",1,641.424,713.403,ms,,,,,
2,"BM_submitBlocks/1024/4/16777216/manual_time",1,637.229,710.347,ms,,,,,
2,"BM_submitBlocks/1024/4/16777216/manual_time",1,641.716,714.171,ms,,,,,
2,"BM_submitBlocks/1024/4/16777216/manual_time_mean",5,640.524,712.032,ms,,,,,
2,"BM_submitBlocks/1024/4/16777216/manual_time_median",5,641.424,711.922,ms,,,,,
2,"BM_submitBlocks/1024/4/16777216/manual_time_stddev",5,1.94069,1.749,ms,,,,,
2,"BM_submitBlocks/1048576/4/16777216/manual_time",1,633.3,702.676,ms,,,,,
2,"BM_submitBlocks/1048576/4/16777216/manual_time",1,631.797,697.356,ms,,,,,
2,"BM_submitBlocks/1048576/4/16777216/manual_time",1,640.913,708.87,ms,,,,,
2,"BM_submitBlocks/1048576/4/16777216/manual_time",1,639.478,707.65,ms,,,,,
2,"BM_submitBlocks/1048576/4/16777216/manual_time",1,632.364,700.494,ms,,,,,
2,"BM_submitBlocks/1048576/4/16777216/manual_time_mean",5,635.571,703.409,ms,,,,,
2,"BM_submitBlocks/1048576/4/16777216/manual_time_median",5,633.3,702.676,ms,,,,,
2,"BM_submitBlocks/1048576/4/16777216/manual_time_stddev",5,4.28618,4.83437,ms,,,,,
2,"BM_submitBlocks/8/1/33554432/manual_time",1,795.866,1294.53,ms,,,,,
2,"BM_submitBlocks/8/1/33554432/manual_time",1,578.08,1099.64,ms,,,,,
2,"BM_submitBlocks/8/1/33554432/manual_time",1,567.942,1048.88,ms,,,,,
2,"BM_submitBlocks/8/1/33554432/manual_time",1,558.536,1046.74,ms,,,,,
2,"BM_submitBlocks/8/1/33554432/manual_time",1,564.871,1115.09,ms,,,,,
2,"BM_submitBlocks/8/1/33554432/manual_time_mean",5,613.059,1120.98,ms,,,,,
2,"BM_submitBlocks/8/1/33554432/manual_time_median",5,567.942,1099.64,ms,,,,,
2,"BM_submitBlocks/8/1/33554432/manual_time_stddev",5,102.436,101.638,ms,,,,,
2,"BM_submitBlocks/16/1/33554432/manual_time",2,393.487,696.839,ms,,,,,
2,"BM_submitBlocks/16/1/33554432/manual_time",2,398.335,697.382,ms,,,,,
2,"BM_submitBlocks/16/1/33554432/manual_time",2,400.04,685.826,ms,,,,,
2,"BM_submitBlocks/16/1/33554432/manual_time",2,399.819,688.479,ms,,,,,
2,"BM_submitBlocks/16/1/33554432/manual_time",2,400.775,707.062,ms,,,,,
2,"BM_submitBlocks/16/1/33554432/manual_time_mean",5,398.491,695.117,ms,,,,,
2,"BM_submitBlocks/16/1/33554432/manual_time_median",5,399.819,696.839,ms,,,,,
2,"BM_submitBlocks/16/1/33554432/manual_time_stddev",5,2.93433,8.38395,ms,,,,,
